"馬番","単勝","複勝下限","複勝上限","人気"
"5","2.2","1.1","1.6","01"
"1","3.5","1.1","1.5","02"
"3","5.6","1.3","2","03"
"10","6.1","1.2","1.8","04"
"9","19.5","2.7","4.5","05"
"6","61.8","8.8","15.4","06"
"8","68.2","8","14.1","07"
"4","79.2","9.3","16.3","08"
"2","81.4","8.6","15.1","09"
"7","111.6","13.4","23.6","10"
