"馬番","単勝","複勝下限","複勝上限","人気"
"2","1.9","1.1","1.3","01"
"6","5.9","1.6","2.4","02"
"8","7.2","1.4","2.1","03"
"5","8.6","2.1","3.2","04"
"4","9.2","1.6","2.4","05"
"1","10.7","1.6","2.3","06"
"3","15.6","4","6.1","07"
"7","22.8","6.6","10.1","08"
