"馬番","単勝","複勝下限","複勝上限","人気"
"7","2.5","1.4","2.1","01"
"11","5.3","1.7","3","02"
"3","6.4","1.1","1.2","03"
"2","10.5","5.2","10.1","04"
"8","11.4","10","19.7","05"
"15","12.3","4","7.6","06"
"6","16","2.4","4.4","07"
"4","27.5","3.7","7","08"
"5","28.5","5.4","10.4","09"
"14","32","10","19.7","10"
"10","40","3.1","5.8","11"
"9","42.1","2.3","4.2","12"
"1","80","66.9","133.4","13"
"13","88.8","6.5","12.7","14"
"12","100","12.6","24.9","15"
