"馬番","単勝","複勝下限","複勝上限","人気"
"5","5.5","2","2.4","01"
"6","5.6","2","2.5","02"
"12","5.8","2","2.5","03"
"13","9.1","2.1","2.7","04"
"7","9.3","4.1","5.3","05"
"9","9.4","2.8","3.6","06"
"8","11.9","6.2","8","07"
"3","12.7","3.4","4.4","08"
"15","18.6","2.5","3.1","09"
"14","19.3","5.4","6.9","10"
"1","24.7","8.2","10.7","11"
"4","26.8","8.1","10.4","12"
"10","43.7","8.2","10.7","13"
"2","47.8","10.2","13.1","14"
"11","69.6","13.9","17.9","15"
