"馬番","単勝","複勝下限","複勝上限","人気"
"2","1.5","1.1","1.1","01"
"5","4.7","1.9","4.5","02"
"7","5.4","2","4.8","03"
"4","11.2","3.6","8.7","04"
"1","23","4.5","11.3","05"
"3","24.9","4.6","11.6","06"
"6","35.2","8.1","20.5","07"
