"馬番","単勝","複勝下限","複勝上限","人気"
"10","2.6","1.2","1.5","01"
"5","4.8","1.6","2.2","02"
"3","5.5","1.7","2.4","03"
"11","6.8","1.8","2.7","04"
"9","11.3","2.7","4","05"
"4","12.8","2.4","3.7","06"
"7","28.5","4.3","6.7","07"
"2","35.3","5.7","9","08"
"12","40.8","5","7.9","09"
"6","80.2","9.4","15.1","10"
"13","169.4","19.2","31.1","11"
"1","237.3","30.8","49.9","12"
"8","319.8","56.4","91.4","13"
