"馬番","単勝","複勝下限","複勝上限","人気"
"1","2.4","1.2","1.4","01"
"12","4.9","1.7","2.4","02"
"5","6","1.7","2.4","03"
"10","6.9","1.8","2.7","04"
"2","10.2","2.3","3.4","05"
"11","23.9","4.1","6.5","06"
"8","29","3.6","5.6","07"
"9","37","6.1","9.6","08"
"4","40.6","5.9","9.3","09"
"6","46.7","25.9","41.5","10"
"7","63.7","8.1","12.9","11"
"3","79.7","9.3","14.9","12"
"13","215.2","19.6","31.4","13"
