"馬番","単勝","複勝下限","複勝上限","人気"
"10","2.5","2.4","3.1","01"
"13","3.2","3","3.8","02"
"12","4.7","2.2","2.7","03"
"8","15.2","2.6","3.4","04"
"1","16.4","2","2.4","05"
"5","19.6","6.4","8.3","06"
"4","20.2","3.1","3.9","07"
"6","32","2.8","3.6","08"
"11","46.7","5","6.6","09"
"7","60.8","1.7","2","10"
"2","76","4.4","5.8","11"
"9","101.3","10.8","14","12"
"3","101.3","5.3","7","12"
