"馬番","単勝","複勝下限","複勝上限","人気"
"14","1.5","2.3","3.5","01"
"12","6","2.3","3.6","02"
"6","7.2","1.3","1.6","03"
"1","10.5","1.4","1.8","04"
"8","23.3","2.2","3.3","05"
"13","26.2","5.5","9","06"
"10","42","3.5","5.6","07"
"15","43.7","17.2","28.6","08"
"3","52.5","3.1","4.8","09"
"4","65.6","6.8","11.1","10"
"11","80.8","8.2","13.6","11"
"5","87.5","7.2","11.8","12"
"9","95.4","8.8","14.7","13"
"7","150","8.8","14.7","14"
"2","150","3","4.7","14"
