"馬番","単勝","複勝下限","複勝上限","人気"
"7","2.3","1.2","1.4","01"
"4","4.5","1.4","1.9","02"
"3","6.5","1.8","2.7","03"
"12","8.7","2.1","3.3","04"
"9","15.8","2.7","4.3","05"
"1","17.7","3.1","4.9","06"
"6","28.2","3.3","5.3","07"
"2","30.9","6.4","10.5","08"
"8","37.8","6.1","10","09"
"10","47","6","9.9","10"
"11","50.7","18.2","30","11"
"5","53","6.6","10.8","12"
"13","77.5","8.8","14.4","13"
