"馬番","単勝","複勝下限","複勝上限","人気"
"1","2.2","1.1","1.1","01"
"2","4.2","1.2","1.8","02"
"8","7.3","1.5","2.4","03"
"3","7.4","2.6","4.7","04"
"4","10.6","2.3","4.1","05"
"7","11.7","3.3","6","06"
"5","13.5","2.1","3.6","07"
"6","27","1.9","3.2","08"
