"馬番","単勝","複勝下限","複勝上限","人気"
"6","1.1","1.6","2.2","01"
"2","6","1.7","2.3","02"
"10","18.5","1.3","1.6","03"
"5","26.8","1.9","2.7","04"
"4","28","2","2.9","05"
"7","34","3.7","5.5","06"
"8","60","5.7","8.7","07"
"11","60","3.3","4.8","07"
"12","84","4.3","6.5","09"
"3","90","5.7","8.7","10"
"1","96.9","13","19.7","11"
"9","126","7.2","10.8","12"
