"馬番","単勝","複勝下限","複勝上限","人気"
"8","2","1.1","1.4","01"
"6","3.1","1.1","1.3","02"
"1","4.7","1.3","2.5","03"
"3","12.6","1.9","3.9","04"
"5","29.3","3.8","8.5","05"
"13","47.1","5.2","11.6","06"
"14","56.5","5.9","13.4","07"
"4","76.9","4.5","10","08"
"10","120.4","9.2","21","09"
"11","191.8","6.9","15.7","10"
"15","217.4","17.1","39.5","11"
"9","295.2","22","51.1","12"
"2","332.3","30.1","70.1","13"
"12","373.7","29.3","68.2","14"
"7","377.1","35.7","83.3","15"
