"馬番","単勝","複勝下限","複勝上限","人気"
"11","1.1","1.1","1.1","01"
"6","13.3","1.6","2.9","02"
"10","17.8","1.9","3.8","03"
"5","18.9","3.2","6.8","04"
"7","19.6","2","4.1","05"
"1","50.9","2.4","5","06"
"8","52.6","4.3","9.3","07"
"3","75.2","3.3","7","08"
"4","90.3","2.2","4.5","09"
"9","143.6","8.8","19.4","10"
"2","225.7","5.4","11.8","11"
