"馬番","単勝","複勝下限","複勝上限","人気"
"1","1.4","1","1.1","01"
"7","3","1.1","3.3","02"
"5","10.7","1.3","5.3","03"
"8","18.9","2.1","9","04"
"3","27.3","5.7","28.8","05"
"4","38","3.2","15.3","06"
"2","129.8","10.2","53.1","07"
"9","137.4","10.6","55","08"
"6","196.7","18","95.2","09"
