"馬番","単勝","複勝下限","複勝上限","人気"
"2","1.7","1.2","1.8","01"
"12","6.6","1.8","3.5","02"
"3","8.7","1.1","1.2","03"
"7","10.6","2.1","4.1","04"
"4","16","3","6.1","05"
"15","20.4","3","6.1","06"
"1","23.7","8.1","17.3","07"
"6","30.6","4.4","9.2","08"
"11","32","2.5","5","09"
"5","38.7","6.7","14.3","10"
"8","46","6.4","13.5","11"
"10","73.6","6.4","13.5","12"
"14","92","10.2","21.8","13"
"13","92","12.3","26.5","13"
"9","122.6","18.2","39.4","15"
