"馬番","単勝","複勝下限","複勝上限","人気"
"8","2.3","1.1","1.3","01"
"2","2.7","1.1","1.5","02"
"11","6.3","1.4","2.7","03"
"7","17.7","2.4","5.1","04"
"13","18.5","3","6.3","05"
"1","25.6","2.8","5.8","06"
"14","25.9","3.6","7.7","07"
"6","28.4","3.8","8.4","08"
"5","178.3","12.3","27.9","09"
"10","184.8","20","46","10"
"3","287.8","24.7","56.6","11"
"9","348.3","22.1","50.9","12"
"4","401.2","30.6","70.4","13"
"12","502.9","50","115.2","14"
