"馬番","単勝","複勝下限","複勝上限","人気"
"16","4.3","1.6","2","01"
"6","4.4","1.9","2.5","02"
"4","4.7","1.6","2","03"
"8","6.6","1.9","2.5","04"
"14","12.4","3","4.1","05"
"7","14.7","3.5","4.9","06"
"15","18.9","3.7","5.2","07"
"5","26.7","5.6","8","08"
"12","30.7","6.7","9.5","09"
"9","31.6","5.4","7.6","10"
"1","47.1","7.3","10.4","11"
"3","89.2","11.2","15.9","12"
"13","90.8","17.2","24.6","13"
"11","96.1","15.3","21.9","14"
"10","107.1","18","25.7","15"
"2","107.8","22","31.4","16"
