"馬番","単勝","複勝下限","複勝上限","人気"
"3","1.4","1.4","2.7","01"
"8","2.4","1.1","1.1","02"
"5","20.6","1.4","2.9","03"
"4","24.6","1.7","3.5","04"
"2","55.2","3.6","8.5","05"
"6","76.7","2.2","4.9","06"
"9","92.1","3.6","8.5","07"
"7","98.6","4","9.4","08"
"1","153.5","3.3","7.6","09"
