"馬番","単勝","複勝下限","複勝上限","人気"
"5","1.1","1.1","1.1","01"
"9","29.5","1.9","3.7","02"
"8","33.6","1.7","3.1","03"
"2","42.6","2.3","4.5","04"
"7","83.4","2.9","5.8","05"
"1","83.4","2.7","5.4","05"
"3","91.4","2.2","4.3","07"
"4","96","3.3","6.8","08"
"10","112.9","2.6","5.3","09"
"6","128","4.5","9.1","10"
