"馬番","単勝","複勝下限","複勝上限","人気"
"8","2.1","1.1","1.1","01"
"3","2.6","1.7","6.1","02"
"1","7.9","1.6","5.6","03"
"5","10.2","1.4","4.6","04"
"7","16","1.6","5.6","05"
"6","18.8","2.8","11.2","06"
"2","27.2","3.3","13.7","07"
"4","41.9","3.7","15.2","08"
