"馬番","単勝","複勝下限","複勝上限","人気"
"7","4.4","1.8","2.4","01"
"3","4.9","1.6","2","02"
"10","5.2","1.7","2.2","03"
"6","10.2","2.6","3.5","04"
"11","13.1","4.6","6.3","05"
"2","15.6","3.6","5","06"
"9","16.1","3.8","5.2","07"
"5","17.7","3.3","4.5","08"
"12","18.9","4.7","6.5","09"
"8","23","5.3","7.4","10"
"1","26.3","6.6","9.1","11"
"13","27.4","5.6","7.8","12"
"14","50.1","21.3","29.9","13"
"15","79","11.4","16","14"
"4","90.1","13.2","18.6","15"
