"馬番","単勝","複勝下限","複勝上限","人気"
"12","2","1.1","1.3","01"
"6","5.4","1.6","2.6","02"
"8","5.8","1.5","2.4","03"
"9","9.5","2.9","4.9","04"
"4","14","1.9","3.1","05"
"7","16.1","3.5","5.9","06"
"3","25.6","3","5.1","07"
"10","27.6","3.4","5.8","08"
"1","56.2","7.5","13.4","09"
"5","93.9","7.6","13.5","10"
"11","306.5","28.8","51.3","11"
"2","308.1","37.7","67.2","12"
