"馬番","単勝","複勝下限","複勝上限","人気"
"4","2.9","1.3","1.7","01"
"2","4.6","1.7","2.3","02"
"15","6.8","1.9","2.7","03"
"10","7.2","1.9","2.6","04"
"3","12.3","3.5","5.1","05"
"12","12.7","2.4","3.4","06"
"13","19.4","4.2","6.2","07"
"9","22.2","3.6","5.4","08"
"11","26.4","6","9","09"
"1","31.5","5.8","8.6","10"
"5","103.4","11.6","17.6","11"
"14","105.9","18.3","27.8","12"
"8","196.5","26.9","41","13"
"7","238","26","39.5","14"
"6","286.7","46.9","71.4","15"
