"馬番","単勝","複勝下限","複勝上限","人気"
"10","1.5","1.1","1.1","01"
"7","2.8","1.2","2.2","02"
"2","12.3","1.6","6.2","03"
"8","22.6","2.6","10.7","04"
"11","43","3","12.5","05"
"13","43.6","3.7","16.3","06"
"12","118.1","8.7","40.3","07"
"5","142.1","7.5","34.5","08"
"3","157.4","13.3","62.6","09"
"9","225.1","8.4","39.1","10"
"4","287.8","10.1","47.2","11"
"1","312","17.1","81.2","12"
"6","492.7","50","239.2","13"
