"馬番","単勝","複勝下限","複勝上限","人気"
"6","3.4","1.3","1.8","01"
"12","5.4","1.3","1.8","02"
"9","5.5","1.4","2","03"
"8","6.1","4","6.2","04"
"16","10.3","3.5","5.4","05"
"11","10.9","3.4","5.3","06"
"14","14.3","3.5","5.5","07"
"5","17.4","3.1","4.8","08"
"13","38.8","8.5","13.6","09"
"3","53","6.9","10.9","10"
"7","55.2","6.5","10.3","11"
"1","62.7","5.4","8.5","12"
"2","69","8.1","12.9","13"
"4","69","8.1","12.9","13"
"10","230","20.6","33","15"
"15","276","17.3","27.6","16"
