"馬番","単勝","複勝下限","複勝上限","人気"
"7","2.3","1.2","1.4","01"
"1","3.9","1.4","2","02"
"4","5.3","1.6","2.1","03"
"5","11.6","2.2","3.2","04"
"9","14.7","3.2","4.7","05"
"8","15.8","1.8","2.5","06"
"3","22.6","3.6","5.2","07"
"2","26.5","3.6","5.3","08"
"6","65.6","6.4","9.4","09"
