"馬番","単勝","複勝下限","複勝上限","人気"
"1","3.9","1.1","1.1","01"
"2","5.4","3.4","6.8","02"
"7","6.5","1.9","3.6","03"
"13","6.7","1.6","2.9","04"
"5","9.1","2.4","4.5","05"
"11","11.3","2.7","5.2","06"
"6","11.6","8.2","17.3","07"
"3","22.1","4.9","10","08"
"10","23.8","4.4","8.9","09"
"8","23.8","4.5","9.1","09"
"15","32","4.8","9.8","11"
"9","32","3.9","8","11"
"4","44.2","7.6","15.9","13"
"14","103.2","9.5","20.1","14"
"12","132.8","15.3","32.4","15"
