"馬番","単勝","複勝下限","複勝上限","人気"
"12","2.8","1.1","1.6","01"
"4","5.9","3.3","6.9","02"
"9","6.1","1.1","1.3","03"
"7","7.8","1.2","2.1","04"
"11","9.8","3.9","8.3","05"
"14","10.9","2.8","5.9","06"
"8","19.8","7","15.7","07"
"2","26.1","10.1","22.8","08"
"3","28.8","12.5","28.3","09"
"13","29.8","2.2","4.4","10"
"1","34.8","17.5","39.7","11"
"10","37.9","21.1","48.1","12"
"5","41.7","10.8","24.3","13"
"6","69.6","14.9","33.9","14"
