"馬番","単勝","複勝下限","複勝上限","人気"
"3","3.4","1.3","1.7","01"
"8","3.5","1.4","1.9","02"
"11","5.8","1.7","2.5","03"
"1","9.9","2.4","3.6","04"
"7","11.2","2.6","3.9","05"
"10","11.3","2.4","3.6","06"
"2","16","3","4.5","07"
"15","32.4","5.2","8","08"
"6","44.9","6.1","9.5","09"
"13","95.2","14","22","10"
"14","107.3","12.6","19.9","11"
"5","115.9","19.1","30.3","12"
"9","122.5","11.5","18","13"
"4","179.5","24.4","38.6","14"
"12","209.6","31.1","49.2","15"
