"馬番","単勝","複勝下限","複勝上限","人気"
"11","1.8","1.1","1.3","01"
"1","3.3","1.5","2.3","02"
"13","8.8","2.4","3.9","03"
"3","14.8","3.9","6.6","04"
"9","19.6","5.1","9","05"
"2","24.5","1.7","2.7","06"
"8","30.2","8.8","15.5","07"
"12","52.4","6.7","11.8","08"
"5","56.1","2.9","4.9","09"
"10","60.4","2.5","4.2","10"
"7","71.4","3.7","6.2","11"
"4","78.6","12","21.2","12"
"14","87.3","8.3","14.7","13"
"15","98.3","9.3","16.4","14"
"6","98.3","19.1","34.1","14"
