"馬番","単勝","複勝下限","複勝上限","人気"
"14","4.3","1.5","1.9","01"
"15","5.3","1.8","2.4","02"
"4","6.3","1.7","2.3","03"
"6","7.1","2","2.7","04"
"8","7.4","2.2","3","05"
"5","8","2.2","3","06"
"7","12","4","5.6","07"
"1","20","5.2","7.4","08"
"11","47.9","10","14.4","09"
"2","48.6","9.5","13.7","10"
"13","119.9","26.9","39.1","11"
"9","163.4","33.6","48.7","12"
"12","164.9","23.3","33.8","13"
"16","167.4","30.9","44.8","14"
"3","212","40.7","59","15"
"10","313.8","68.5","99.3","16"
