"馬番","単勝","複勝下限","複勝上限","人気"
"13","1.9","1.1","1.1","01"
"1","5.1","1.4","2.5","02"
"12","5.4","1.6","2.9","03"
"9","12.9","2.1","4","04"
"8","22.7","3","5.9","05"
"7","26","4.4","9","06"
"5","31.7","4.5","9.4","07"
"14","32.7","4.4","9","08"
"6","33.2","4.5","9.2","09"
"3","66.8","7.5","15.9","10"
"11","91","9.7","20.7","11"
"10","274.5","29.5","63.7","12"
"4","337.5","26.5","57.4","13"
"2","765.2","66.7","144.5","14"
