"馬番","単勝","複勝下限","複勝上限","人気"
"10","4.6","1.6","1.9","01"
"4","5.3","3.1","4.2","02"
"1","6.8","2.7","3.6","03"
"13","8.4","4.2","5.7","04"
"2","9","2","2.5","05"
"3","9.4","3.3","4.4","06"
"6","12.8","3.4","4.6","07"
"5","16.6","5.7","7.9","08"
"11","20.6","2.9","3.9","09"
"8","21.3","2.3","3","10"
"7","26.2","10.3","14.2","11"
"16","37.8","3.7","5.1","12"
"12","37.8","10.3","14.2","12"
"15","45.4","9.6","13.3","14"
"14","75.7","11","15.3","15"
"9","136.3","17.6","24.4","16"
