"馬番","単勝","複勝下限","複勝上限","人気"
"2","3.1","1.4","2","01"
"1","7.1","1.1","1.4","02"
"3","8","3.6","6.1","03"
"12","9.9","3.8","6.5","04"
"4","10.6","3.4","5.6","05"
"11","10.9","4","6.7","06"
"10","11.7","7.2","12.4","07"
"6","14.2","5.5","9.5","08"
"8","14.2","3.6","6.1","08"
"9","15.6","1.5","2.3","10"
"5","20.4","1.9","3","11"
"7","23.4","8.2","14.1","12"
