"馬番","単勝","複勝下限","複勝上限","人気"
"6","3.1","1.3","1.6","01"
"5","4.5","1.7","2.3","02"
"13","4.9","1.6","2.3","03"
"8","9.7","2.3","3.4","04"
"3","11.4","2.5","3.6","05"
"14","11.6","2.7","4","06"
"15","17.5","4","6","07"
"11","19.7","3.9","5.9","08"
"9","31.4","4.9","7.4","09"
"7","57","8.8","13.6","10"
"12","117.8","13.4","20.7","11"
"4","193.8","22.4","34.8","12"
"1","200.2","29.1","45.3","13"
"10","249.4","36.5","56.8","14"
"2","278.9","64","99.6","15"
