"馬番","単勝","複勝下限","複勝上限","人気"
"16","3.4","1.5","1.9","01"
"9","4.7","1.9","2.6","02"
"2","5.4","1.7","2.2","03"
"13","7.8","2.1","2.9","04"
"6","9.8","2.6","3.6","05"
"3","16","3.5","5","06"
"1","25.5","5.4","7.8","07"
"7","26.7","4.6","6.6","08"
"12","32.6","6.8","9.8","09"
"15","51.2","9","13","10"
"8","51.8","7.5","10.9","11"
"11","52.7","11.7","17","12"
"10","58.9","8.1","11.7","13"
"5","73.3","7.2","10.4","14"
"4","133.9","14.7","21.4","15"
"14","193.4","30.9","44.9","16"
