"馬番","単勝","複勝下限","複勝上限","人気"
"1","2.2","1.2","1.4","01"
"7","5.1","1.7","2.3","02"
"10","6.8","1.8","2.5","03"
"9","10.6","2.1","3.1","04"
"3","10.8","1.9","2.7","05"
"6","17.2","3.2","4.8","06"
"5","22.1","6.3","9.4","07"
"8","26.4","3.4","5.1","08"
"4","28.1","4","6","09"
"2","32.6","5.1","7.6","10"
