"馬番","単勝","複勝下限","複勝上限","人気"
"7","4.5","1.6","1.9","01"
"6","4.9","1.9","2.4","02"
"8","5.4","2","2.5","03"
"14","5.9","2","2.6","04"
"4","10.3","2.6","3.4","05"
"12","12.3","3","4.1","06"
"9","14.2","3.1","4.2","07"
"10","25.7","5.1","7","08"
"3","30.3","6.4","8.8","09"
"2","39.1","7.6","10.5","10"
"11","45.7","11.5","15.8","11"
"13","48.4","10.2","14.1","12"
"15","53.8","9.3","12.8","13"
"1","104.7","16","21.9","14"
