"馬番","単勝","複勝下限","複勝上限","人気"
"13","3.4","1.4","1.9","01"
"7","4.3","1.4","1.9","02"
"8","4.8","1.8","2.5","03"
"12","6.1","1.7","2.3","04"
"14","11","2.9","4.2","05"
"5","16.2","2.9","4.1","06"
"4","20.9","4.3","6.4","07"
"1","33","4.7","7","08"
"11","46.4","7.8","11.7","09"
"2","47.1","7.4","11.2","10"
"15","67.8","11.5","17.4","11"
"9","119.9","15.7","23.9","12"
"3","205.9","27.5","42","13"
"10","296.2","38.1","58.1","14"
"6","409.5","46","70.1","15"
