"馬番","単勝","複勝下限","複勝上限","人気"
"11","3.2","1.5","2","01"
"9","4","1.7","2.1","02"
"12","6.2","1.7","2.2","03"
"7","8.3","2","2.7","04"
"14","9.7","2.5","3.4","05"
"10","13.9","3.3","4.6","06"
"5","22.1","4.2","5.8","07"
"3","32.1","6.3","8.8","08"
"6","33.2","6","8.4","09"
"8","34.3","5.8","8.2","10"
"1","63.1","11.8","16.8","11"
"2","63.2","9.8","13.9","12"
"13","70.1","10.9","15.5","13"
"4","227.1","25.7","36.4","14"
