"馬番","単勝","複勝下限","複勝上限","人気"
"1","2.4","1.5","2.4","01"
"7","3.8","1.4","2.2","02"
"3","4.7","1.3","2.1","03"
"6","4.8","2.8","5.1","04"
"4","13.3","1.1","1.1","05"
"5","28.4","2.9","5.2","06"
"8","29.4","2.9","5.3","07"
"2","55.1","3.3","6","08"
