"馬番","単勝","複勝下限","複勝上限","人気"
"15","3.6","1.7","2.2","01"
"12","5","1.7","2.2","02"
"9","5.3","4.9","6.7","03"
"16","10.9","3.5","4.7","04"
"14","12.7","4","5.5","05"
"6","14.2","1.9","2.4","06"
"13","16.5","2.6","3.5","07"
"8","18","3","4","08"
"3","21.1","4","5.4","09"
"4","22.5","3.6","4.9","10"
"2","23.1","6.7","9.2","11"
"5","34.6","10.9","15.2","12"
"11","37.6","7.2","10","13"
"10","45.6","6.6","9.1","14"
"7","91.2","18.4","25.6","15"
"1","96.3","13.9","19.4","16"
