"馬番","単勝","複勝下限","複勝上限","人気"
"7","3.6","1.5","1.7","01"
"16","5.6","2.3","3","02"
"3","8.7","2.4","3.2","03"
"11","10.7","4.5","6","04"
"8","11.1","6.8","9.2","05"
"6","12.5","4.2","5.6","06"
"2","14.2","3.3","4.4","07"
"10","15.5","3.1","4.1","08"
"12","15.5","8","11","08"
"5","20.5","2.7","3.6","10"
"14","25.7","3.1","4.2","11"
"1","27","4.9","6.7","12"
"4","32.1","6.5","8.9","13"
"13","36.7","5.9","8","14"
"9","42.8","7.7","10.5","15"
"15","57.1","7.7","10.5","16"
