"馬番","単勝","複勝下限","複勝上限","人気"
"4","3.1","1.1","1.1","01"
"5","3.9","1.4","3.2","02"
"6","4.3","1.1","1.8","03"
"8","5","2.5","6.2","04"
"2","9","1.8","4.3","05"
"1","9.5","1.6","3.6","06"
"3","47.9","4.5","11.6","07"
"7","65.9","4.1","10.5","08"
